"Date","GOLDBEES","ADANIENT","MID150BEES","MON100","NESTLEIND","HDFCBANK","LT"
2020-01-01,34.3499984741211,205.794509887695,63.5999984741211,61.7060012817383,687.277099609375,595.677124023438,1180.67456054688
2020-01-02,34.3499984741211,209.111373901367,64.3399963378906,61.5499992370605,684.965942382812,599.47412109375,1212.53625488281
2020-01-03,35.4000015258789,206.240036010742,64.0500030517578,61.2569999694824,678.652954101562,590.925231933594,1203.29772949219
2020-01-06,36.1500015258789,197.576599121094,62.6699981689453,61.6539993286133,670.424194335938,578.136779785156,1186.80358886719
2020-01-07,35.5,202.032073974609,63.2599983215332,62.9090003967285,664.569396972656,587.291381835938,1190.18347167969
2020-01-08,36.0999984741211,199.507278442383,63.310001373291,62.3199996948242,669.242919921875,585.753967285156,1164.09057617188
2020-01-09,35.0499992370605,205.943023681641,63.9700012207031,63.1380004882812,680.971130371094,592.322814941406,1186.26281738281
2020-01-10,34.9500007629395,207.032150268555,64.4400024414062,63.4389991760254,682.94287109375,597.587280273438,1193.87890625
2020-01-13,34.75,211.487640380859,64.7399978637695,62.6940002441406,681.659362792969,599.124755859375,1202.98217773438
2020-01-14,34.75,212.230224609375,65,62.8170013427734,691.441467285156,600.755310058594,1195.23083496094
2020-01-15,35.0499992370605,214.457977294922,65.8399963378906,63.1800003051758,691.050842285156,598.309509277344,1192.97741699219
2020-01-16,35,217.824340820312,66.1800003051758,63.4809989929199,714.056030273438,599.8935546875,1189.10180664062
2020-01-17,34.9500007629395,226.141296386719,66.7200012207031,64.1500015258789,717.987915039062,595.467590332031,1175.49206542969
2020-01-20,35.2299995422363,224.309585571289,66.379997253418,65.3820037841797,716.955505371094,584.6357421875,1180.35913085938
2020-01-21,35.1300010681152,222.032318115234,66.2699966430664,64.1480026245117,710.607849121094,579.720703125,1173.82458496094
2020-01-22,35.2900009155273,223.665985107422,66.0599975585938,64.7770004272461,723.068420410156,578.090209960938,1166.47888183594
2020-01-23,35.2099990844727,227.329391479492,67.0599975585938,64.7320022583008,723.075378417969,579.953674316406,1200.81909179688
2020-01-24,35.4000015258789,227.477920532227,67.5899963378906,64.786003112793,732.685241699219,579.81396484375,1225.06433105469
2020-01-27,35.8499984741211,228.270034790039,67.4300003051758,64.3199996948242,728.525573730469,565.20849609375,1215.51037597656
2020-01-28,35.7200012207031,227.626419067383,67.4100036621094,63.7360000610352,716.927551269531,569.867431640625,1213.7529296875
2020-01-29,35.6100006103516,230.002700805664,67.4599990844727,64.4670028686523,737.858825683594,575.760681152344,1230.92272949219
2020-01-30,35.9300003051758,229.21061706543,67.0100021362305,64.1429977416992,721.770935058594,571.195190429688,1234.97875976562
2020-01-31,35.8699989318848,227.180892944336,66.7900009155273,64.8649978637695,714.267578125,571.311584472656,1234.16772460938
2020-02-03,35.9099998474121,218.715438842773,65.9199981689453,63.9749984741211,758.052978515625,555.704528808594,1159.67395019531
2020-02-04,35.5800018310547,223.220458984375,66.5100021362305,64.6579971313477,765.242370605469,572.942138671875,1164.27075195312
2020-02-05,35.310001373291,233.913635253906,67.0999984741211,66.0230026245117,761.952392578125,579.860534667969,1180.76489257812
2020-02-06,35.5800018310547,234.161163330078,67.5699996948242,66.4260025024414,757.306457519531,577.601013183594,1187.56970214844
2020-02-07,35.7000007629395,237.131500244141,68.0400009155273,66.6579971313477,759.299255371094,578.719055175781,1170.80517578125
2020-02-10,35.9500007629395,242.082046508789,67.3499984741211,66.2689971923828,752.063293457031,577.833923339844,1158.45727539062
2020-02-11,35.8199996948242,242.874145507812,67.6800003051758,67.1399993896484,743.922790527344,577.973693847656,1159.89929199219
2020-02-12,35.7599983215332,247.23063659668,67.5,67.1380004882812,757.899536132812,581.887023925781,1169.27319335938
2020-02-13,35.9500007629395,248.963333129883,67.4400024414062,67.4250030517578,763.224060058594,578.346374511719,1164.72143554688
2020-02-14,35.8499984741211,253.616836547852,67.0800018310547,67.8010025024414,760.631713867188,568.073608398438,1167.33520507812
2020-02-17,35.9300003051758,250.002944946289,66.3000030517578,68.2949981689453,771.42041015625,567.048767089844,1153.86047363281
2020-02-18,36.1399993896484,246.983093261719,66.0599975585938,67.463996887207,762.835754394531,565.231811523438,1159.40344238281
2020-02-19,36.7099990844727,251.488098144531,66.9599990844727,67.6709976196289,780.56298828125,571.730895996094,1154.94213867188
2020-02-20,36.8199996948242,256.092102050781,67.4599990844727,68.625,769.143798828125,567.025390625,1154.22094726562
2020-02-24,38.5800018310547,244.80485534668,66.0999984741211,65.9700012207031,759.738708496094,563.694396972656,1135.38366699219
2020-02-25,37.439998626709,244.012756347656,66.1500015258789,65.4759979248047,761.75,559.198608398438,1119.47570800781
2020-02-26,37.5200004577637,240.398864746094,65.3499984741211,63.2239990234375,755.22314453125,558.70947265625,1091.625
2020-02-27,37.3800010681152,231.834396362305,64.8600006103516,63.306999206543,756.320556640625,558.802551269531,1090.90368652344
2020-02-28,37.3699989318848,216.487701416016,62.5699996948242,60.0149993896484,733.771240234375,548.646362304688,1070.35388183594
2020-03-02,37.0299987792969,216.438201904297,62.560001373291,61.7309989929199,749.16845703125,549.554809570312,1046.333984375
